species,temp,rate
Dermacentor andersoni,15,102.0108411
Dermacentor andersoni,15,103.8643119
Dermacentor andersoni,15,111.6628781
Dermacentor andersoni,15,117.5730023
Dermacentor andersoni,15,124.8819724
Dermacentor andersoni,15,128.4840007
Dermacentor andersoni,15,119.3565309
Dermacentor andersoni,15,136.8770764
Dermacentor andersoni,15,131.5264906
Dermacentor andersoni,15,132.6455674
Dermacentor andersoni,15,140.5140759
Dermacentor andersoni,15,152.8239203
Dermacentor andersoni,15,140.3392201
Dermacentor andersoni,15,144.8504983
Dermacentor andersoni,15,169.2603602
Dermacentor andersoni,15,164.6791397
Dermacentor andersoni,15,205.6653261
Dermacentor andersoni,15,222.0667949
Dermacentor andersoni,15,204.4063647
Dermacentor andersoni,15,68.89316314
Dermacentor andersoni,15,53.22608848
Dermacentor andersoni,15,44.02867634
Dermacentor andersoni,15,16.64626683
Dermacentor andersoni,15,12.62458472
Dermacentor andersoni,15,15.31736318
Dermacentor andersoni,15,70.64172058
Dermacentor andersoni,20,49.39674768
Dermacentor andersoni,20,34.9711488
Dermacentor andersoni,20,6.70280352
Dermacentor andersoni,20,43.13108352
Dermacentor andersoni,20,116.1333566
Dermacentor andersoni,20,172.5243341
Dermacentor andersoni,20,228.3324591
Dermacentor andersoni,20,312.9917818
Dermacentor andersoni,20,298.5661829
Dermacentor andersoni,20,286.9091333
Dermacentor andersoni,20,292.4462319
Dermacentor andersoni,20,213.1782946
Dermacentor andersoni,20,342.5715451
Dermacentor andersoni,20,297.4004779
Dermacentor andersoni,20,457.9763362
Dermacentor andersoni,20,586.6410212
Dermacentor andersoni,20,608.9351285
Dermacentor andersoni,20,645.2176954
Dermacentor andersoni,20,659.2061549
Dermacentor andersoni,20,707.4371976
Dermacentor andersoni,20,721.4256572
Dermacentor andersoni,20,715.5971324
Dermacentor andersoni,20,582.2696276
Dermacentor andersoni,20,712.1000175
Dermacentor andersoni,20,787.8708399
Dermacentor andersoni,20,770.968118
Dermacentor andersoni,20,846.301801
Dermacentor andersoni,20,813.0792097
Dermacentor andersoni,20,1131.753803
Dermacentor andersoni,25,16.46558256
Dermacentor andersoni,25,55.66241184
Dermacentor andersoni,25,66.73660896
Dermacentor andersoni,25,41.09109984
Dermacentor andersoni,25,66.00804336
Dermacentor andersoni,25,128.0818325
Dermacentor andersoni,25,142.070292
Dermacentor andersoni,25,119.3390453
Dermacentor andersoni,25,169.7557848
Dermacentor andersoni,25,214.926852
Dermacentor andersoni,25,237.3666725
Dermacentor andersoni,25,90.48784753
Dermacentor andersoni,25,259.3693536
Dermacentor andersoni,25,366.1770706
Dermacentor andersoni,25,388.4711779
Dermacentor andersoni,25,320.7145771
Dermacentor andersoni,25,351.6057586
Dermacentor andersoni,25,297.4004779
Dermacentor andersoni,25,424.6080317
Dermacentor andersoni,25,564.4926269
Dermacentor andersoni,25,581.2496357
Dermacentor andersoni,25,566.96975
Dermacentor andersoni,25,755.231101
Dermacentor andersoni,25,797.3421927
Dermacentor andersoni,25,426.210876
Dermacentor andersoni,25,243.3409104
Dermacentor andersoni,25,245.8180335
Dermacentor andersoni,25,711.3714519
Dermacentor andersoni,25,804.7735618
Dermacentor andersoni,25,891.7642945
Dermacentor andersoni,25,922.6554759
Dermacentor andersoni,25,896.8642537
Dermacentor andersoni,25,737.4541004
Dermacentor andersoni,30,15.76869373
Dermacentor andersoni,30,22.50950936
Dermacentor andersoni,30,13.00014445
Dermacentor andersoni,30,22.26876595
Dermacentor andersoni,30,64.27849198
Dermacentor andersoni,30,122.1772835
Dermacentor andersoni,30,75.2323174
Dermacentor andersoni,30,24.07434157
Dermacentor andersoni,30,100.6307477
Dermacentor andersoni,30,114.4734941
Dermacentor andersoni,30,159.011026
Dermacentor andersoni,30,163.7055227
Dermacentor andersoni,30,184.4094564
Dermacentor andersoni,30,193.5577062
Dermacentor andersoni,30,223.7710049
Dermacentor andersoni,30,51.63946266
Dermacentor andersoni,30,23.59285474
Dermacentor andersoni,30,81.4916462
Dermacentor andersoni,30,188.5020945
Dermacentor andersoni,30,251.4564977
Dermacentor andersoni,30,258.4380567
Dermacentor andersoni,30,263.0121816
Dermacentor andersoni,30,276.9752997
Dermacentor andersoni,30,255.9102509
Dermacentor andersoni,30,295.392171
Dermacentor andersoni,30,262.7714382
Dermacentor andersoni,30,297.6792335
Dermacentor andersoni,30,353.2909625
Dermacentor andersoni,30,371.8282055
Dermacentor andersoni,30,199.817035
Dermacentor andersoni,30,122.8995137
Dermacentor andersoni,30,211.1319755
Dermacentor andersoni,30,257.7158265
Dermacentor andersoni,30,320.549858
Dermacentor andersoni,30,411.189754
Dermacentor andersoni,30,292.3828783
Dermacentor andersoni,30,322.7165487
Dermacentor andersoni,30,318.5035389
Dermacentor andersoni,30,276.2530695
Dermacentor andersoni,30,373.8745245
Dermacentor andersoni,30,336.4389234
Dermacentor andersoni,30,392.1710241
Dermacentor andersoni,30,394.5784583
Dermacentor andersoni,30,415.5231354
Dermacentor andersoni,30,429.4862536
Dermacentor andersoni,30,445.8568058
Dermacentor andersoni,30,473.5422986
Dermacentor andersoni,30,454.8846839
Dermacentor andersoni,30,436.2270692
Dermacentor andersoni,30,436.2270692
Dermacentor andersoni,30,443.0882565
Dermacentor andersoni,30,387.2357841
Dermacentor andersoni,30,496.5332948
Dermacentor andersoni,30,445.1345756
Dermacentor andersoni,30,528.7929125
Dermacentor andersoni,30,507.8482354
Dermacentor andersoni,30,510.0149261
Dermacentor andersoni,30,516.9964851
Dermacentor andersoni,30,545.0430931
Dermacentor andersoni,30,568.0340893
Dermacentor andersoni,30,539.9874813
Dermacentor andersoni,30,595.7195821
Dermacentor andersoni,30,600.4140787
Dermacentor andersoni,30,676.7297414
Dermacentor andersoni,30,646.2756994
Dermacentor andersoni,30,613.7753382
Dermacentor andersoni,30,595.1177235
Dermacentor andersoni,30,699.2392508
Dermacentor andersoni,30,731.6192402
Dermacentor andersoni,30,757.1380423
Haemaphysalis leporispalustris,35.6,83.46753247
Haemaphysalis leporispalustris,29.7,134.5813953
Haemaphysalis leporispalustris,25.2,93.20491803
Haemaphysalis leporispalustris,19.9,54.2
Haemaphysalis leporispalustris,14.7,17.4640884
Haemaphysalis spinulosa,38,28.57142857
Haemaphysalis spinulosa,34,103.452381
Haemaphysalis spinulosa,28,109.5238095
Haemaphysalis spinulosa,22,55.95238095
Haemaphysalis spinulosa,18,9.952380952
Haemaphysalis spinulosa,15,0
Rhipicephalus simus,38,182.2307692
Rhipicephalus simus,34,245.5769231
Rhipicephalus simus,28,179.0384615
Rhipicephalus simus,22,246.1538462
Rhipicephalus simus,18,166.1538462
Rhipicephalus simus,15,80.76923077
Rhipicephalus annulatus,16,37
Rhipicephalus annulatus,25,33
Rhipicephalus annulatus,35,31
Rhipicephalus annulatus,16,134
Rhipicephalus annulatus,25,133
Rhipicephalus annulatus,35,129
Rhipicephalus annulatus,16,202
Rhipicephalus annulatus,25,218
Rhipicephalus annulatus,35,197
Haemaphysalis longicornis (field),16.35,67.6471263
Haemaphysalis longicornis (field),19,114.941159
Haemaphysalis longicornis (field),22.7,258.2539865
Haemaphysalis longicornis (field),21.3,215.0346545
Hyalomma aegytium,20,301
Hyalomma aegytium,20,299
Hyalomma aegytium,20,716
Hyalomma aegytium,20,501
Hyalomma aegytium,20,354
Hyalomma aegytium,25,703
Hyalomma aegytium,25,722
Hyalomma aegytium,25,828
Hyalomma aegytium,25,39
Hyalomma aegytium,25,424
Hyalomma aegytium,25,697
Hyalomma aegytium,25,700
Hyalomma aegytium,25,1011
Hyalomma aegytium,25,613
Hyalomma aegytium,25,216
Hyalomma aegytium,25,892
Hyalomma aegytium,25,867
Hyalomma aegytium,25,1194
Hyalomma aegytium,30,947
Hyalomma aegytium,30,1303
Hyalomma aegytium,30,1812
Hyalomma aegytium,30,787
Hyalomma aegytium,35,822
Hyalomma aegytium,35,806
Hyalomma aegytium,35,2146
Hyalomma aegytium,35,783
Hyalomma aegytium,35,1152
Hyalomma aegytium,35,1197
Hyalomma aegytium,35,1463
Hyalomma aegytium,35,569
Hyalomma aegytium,35,504
Hyalomma aegytium,20,301
Hyalomma aegytium,20,299
Hyalomma aegytium,20,716
Hyalomma aegytium,20,501
Hyalomma aegytium,20,354
Hyalomma aegytium,25,703
Hyalomma aegytium,25,722
Hyalomma aegytium,25,828
Hyalomma aegytium,25,39
Hyalomma aegytium,25,424
Hyalomma aegytium,25,697
Hyalomma aegytium,25,700
Hyalomma aegytium,25,1011
Hyalomma aegytium,25,613
Hyalomma aegytium,25,216
Hyalomma aegytium,25,892
Hyalomma aegytium,25,867
Hyalomma aegytium,25,1194
Hyalomma aegytium,30,947
Hyalomma aegytium,30,1303
Hyalomma aegytium,30,1812
Hyalomma aegytium,30,787
Hyalomma aegytium,35,822
Hyalomma aegytium,35,806
Hyalomma aegytium,35,2146
Hyalomma aegytium,35,783
Hyalomma aegytium,35,1152
Hyalomma aegytium,35,1197
Hyalomma aegytium,35,1463
Hyalomma aegytium,35,569
Hyalomma aegytium,35,504
